bike_name,price,kms_driven,age,power,brand
Bajaj Discover 100M,25000,33000,7.0,100,Bajaj
Suzuki Gixxer SF,99999,5500,3.0,150,Suzuki
Honda CBR 250R,130000,14500,8.0,250,Honda
Hero HF Dawn,25000,40688,5.0,100,Hero
Bajaj Pulsar 220F,75000,15000,4.0,220,Bajaj
Bajaj Pulsar 180cc,53000,10000,5.0,180,Bajaj
Suzuki Slingshot Plus,25000,16801,6.0,125,Suzuki
Bajaj Pulsar 150cc,46500,21342,5.0,150,Bajaj
Mahindra Centuro Rockstar,18999,38669,6.0,110,Mahindra
Mahindra Centuro 110cc,17800,10000,8.0,110,Mahindra
Bajaj Pulsar 180cc,52000,17000,4.0,180,Bajaj
Honda CB Hornet,70000,13500,4.0,160,Honda
Yamaha YZF-R15 2.0,85000,7350,5.0,150,Yamaha
Royal Enfield Classic,150000,4000,2.0,350,Royal Enfield
Royal Enfield Classic,115000,27000,5.0,350,Royal Enfield
Honda CBR 150R,93200,6500,5.0,150,Honda
KTM Duke 390cc,155000,21250,5.0,390,KTM
Bajaj Pulsar RS200,78000,16000,6.0,200,Bajaj
Royal Enfield Thunderbird,85000,12600,7.0,350,Royal Enfield
Bajaj Pulsar 150cc,43000,32000,5.0,150,Bajaj
TVS Apache RTR,50390,45949,4.0,160,TVS
Royal Enfield Classic,128700,15900,5.0,500,Royal Enfield
Harley-Davidson Street Rod,510000,5600,4.0,750,Harley-Davidson
Yamaha FZ S,65000,33000,4.0,150,Yamaha
Honda CBR 150R,55000,2000,9.0,150,Honda
Royal Enfield Bullet,126000,6518,4.0,350,Royal Enfield
Hero Splendor Plus,53300,10000,2.0,100,Hero
Bajaj Pulsar NS200,76000,10000,4.0,200,Bajaj
Bajaj Dominar 400,140000,10200,4.0,400,Bajaj
Bajaj Discover 135cc,13600,87267,13.0,135,Bajaj
TVS Apache RTR,73000,2100,3.0,180,TVS
Bajaj Discover 125cc,17000,28130,8.0,125,Bajaj
Bajaj Discover 150cc,29000,39000,6.0,150,Bajaj
Suzuki Gixxer SF,49000,7500,5.0,150,Suzuki
Harley-Davidson Street 750,371100,6300,5.0,750,Harley-Davidson
Bajaj Discover 100M,30000,7334,7.0,100,Bajaj
Bajaj Avenger Street,70000,3400,4.0,150,Bajaj
Royal Enfield Classic,131000,9900,4.0,350,Royal Enfield
Bajaj Pulsar NS160,65000,7000,4.0,160,Bajaj
Hero Splendor Plus,65000,2600,2.0,100,Hero
Royal Enfield Bullet,96000,24000,5.0,350,Royal Enfield
Bajaj Pulsar 150cc,28500,30000,7.0,150,Bajaj
Bajaj Pulsar NS200,62400,8100,4.0,200,Bajaj
Royal Enfield Bullet,85000,34000,9.0,350,Royal Enfield
Bajaj Pulsar 150cc,66000,15000,2.0,150,Bajaj
TVS Apache RTR,85000,7000,2.0,160,TVS
Bajaj Discover 135cc,18551,21832,13.0,135,Bajaj
TVS Apache RTR,95000,13890,3.0,200,TVS
Bajaj Dominar 400,130000,8500,3.0,400,Bajaj
Royal Enfield Classic,98000,7300,7.0,350,Royal Enfield
Honda Livo 110cc,53400,1500,3.0,110,Honda
Bajaj Pulsar RS200,120000,8700,5.0,200,Bajaj
Honda CB Unicorn,58000,44580,5.0,160,Honda
Yamaha YZF-R15 2.0,97000,10473,3.0,150,Yamaha
Bajaj Platina ,38000,29451,5.0,100,Bajaj
Bajaj Discover 125cc,24500,14324,6.0,125,Bajaj
KTM Duke 125cc,129000,1123,2.0,125,KTM
Bajaj Boxer BM150,20000,28000,9.0,150,Bajaj
Royal Enfield Classic,123000,900,4.0,350,Royal Enfield
Royal Enfield Bullet,62000,70000,14.0,350,Royal Enfield
Yamaha YZF-R15 2.0,82000,14180,7.0,150,Yamaha
Honda CB Shine,24500,26453,9.0,125,Honda
Yamaha FZ S,59300,9107,3.0,150,Yamaha
Hero Glamour 125cc,41000,35000,7.0,125,Hero
Yamaha FZ S,80000,6300,3.0,150,Yamaha
Royal Enfield Classic,93500,10100,7.0,500,Royal Enfield
Honda CBR 250R,130000,14500,8.0,250,Honda
KTM Duke 390cc,155000,21250,5.0,390,KTM
Bajaj Pulsar 220F,75000,15000,4.0,220,Bajaj
Suzuki Slingshot Plus,25000,16801,6.0,125,Suzuki
Bajaj Pulsar 180cc,53000,10000,5.0,180,Bajaj
TVS Apache RTR,50390,45949,4.0,160,TVS
Honda CBR 150R,93200,6500,5.0,150,Honda
Honda CBR 150R,55000,2000,9.0,150,Honda
Bajaj V15 150cc,43000,6336,4.0,150,Bajaj
Yamaha YZF-R15 2.0,82000,14180,7.0,150,Yamaha
Royal Enfield Classic,123000,900,4.0,350,Royal Enfield
Royal Enfield Bullet,62000,70000,14.0,350,Royal Enfield
KTM RC 390cc,150000,4981,6.0,390,KTM
Bajaj Discover 100cc,22500,25431,9.0,100,Bajaj
Yamaha FZ S,59300,9107,3.0,150,Yamaha
Bajaj Avenger Street,69000,15000,3.0,180,Bajaj
Bajaj Discover 125cc,24500,14324,6.0,125,Bajaj
Bajaj Pulsar NS200,75800,6500,3.0,200,Bajaj
Hero Glamour 125cc,41000,35000,7.0,125,Hero
Yamaha FZ S,80000,6300,3.0,150,Yamaha
Royal Enfield Classic,93500,10100,7.0,500,Royal Enfield
KTM Duke 125cc,129000,1123,2.0,125,KTM
Honda CB Shine,24500,26453,9.0,125,Honda
TVS Star City,30000,22000,9.0,110,TVS
Benelli TNT 300,225000,17300,6.0,300,Benelli
Harley-Davidson Street 750,355000,7400,7.0,750,Harley-Davidson
TVS Apache RTR,58000,14000,5.0,160,TVS
Bajaj Avenger Street,60000,10300,5.0,150,Bajaj
Suzuki Intruder 150cc,75200,16000,3.0,150,Suzuki
Royal Enfield Classic,130000,6200,4.0,350,Royal Enfield
Bajaj Pulsar 180cc,26900,20000,9.0,180,Bajaj
KTM Duke 200cc,145000,15000,4.0,200,KTM
KTM RC 390cc,154000,8000,6.0,390,KTM
Harley-Davidson Street 750,350000,5000,5.0,750,Harley-Davidson
Royal Enfield Classic,105000,20000,6.0,350,Royal Enfield
BMW G 310,260000,8500,3.0,310,BMW
Royal Enfield Bullet,89900,20000,6.0,350,Royal Enfield
Hero Passion Pro,25000,16000,7.0,100,Hero
KTM Duke 390cc,220000,12500,3.0,390,KTM
KTM RC 390cc,150000,11500,5.0,390,KTM
Honda CBR 150R,60000,21000,6.0,150,Honda
Royal Enfield Thunderbird,110000,37000,7.0,500,Royal Enfield
Honda CB Trigger,42000,25868,8.0,150,Honda
Yamaha YZF-R15 150cc,106000,4508,4.0,150,Yamaha
Bajaj Pulsar 150cc,34000,17501,10.0,150,Bajaj
Honda CB Hornet,55000,25000,5.0,160,Honda
Kawasaki Ninja 650,526300,12000,3.0,650,Kawasaki
Bajaj Platina 100cc,41000,15800,4.0,100,Bajaj
Royal Enfield Thunderbird,110000,37000,7.0,500,Royal Enfield
Honda CB Trigger,42000,25868,8.0,150,Honda
Harley-Davidson Street 750,350000,5000,5.0,750,Harley-Davidson
Royal Enfield Classic,105000,20000,6.0,350,Royal Enfield
Benelli TNT R,785000,2900,4.0,1130,Benelli
Honda CB Shine,22000,42554,6.0,125,Honda
KTM Duke 390cc,165147,12000,4.0,390,KTM
Royal Enfield Classic,90000,13140,8.0,350,Royal Enfield
KTM RC 200cc,140000,9500,5.0,200,KTM
Honda CB Unicorn,16800,134200,10.0,150,Honda
Royal Enfield Thunderbird,70000,11000,7.0,350,Royal Enfield
Suzuki Gixxer SF,58000,29451,6.0,150,Suzuki
Hero Splendor Plus,32000,21884,8.0,100,Hero
Hyosung GT650R,230000,16150,8.0,650,Hyosung
TVS Apache RTR,91800,1050,2.0,160,TVS
Royal Enfield Classic,119000,10544,9.0,500,Royal Enfield
Hero Splendor Plus,23000,30000,7.0,100,Hero
KTM Duke 390cc,210000,6013,3.0,390,KTM
Bajaj Avenger Street,43000,17000,5.0,150,Bajaj
Bajaj Pulsar 220F,45000,5800,7.0,220,Bajaj
Hero Passion Pro,42000,6500,5.0,100,Hero
Benelli TNT 600,440000,10800,3.0,600,Benelli
KTM Duke 200cc,72250,6282,5.0,200,KTM
Honda CBF Stunner,18200,40000,9.0,125,Honda
Harley-Davidson Street 750,355000,7400,7.0,750,Harley-Davidson
Benelli TNT 300,225000,17300,6.0,300,Benelli
Yamaha YZF-R15 150cc,106000,4508,4.0,150,Yamaha
TVS Apache RTR,58000,14000,5.0,160,TVS
Hyosung GT650R,395000,5000,6.0,650,Hyosung
Hyosung GT250R,140000,2881,7.0,250,Hyosung
Yamaha YZF-R1 1000cc,700000,14200,13.0,1000,Yamaha
Hero Xtreme 200R,72000,3490,3.0,200,Hero
Yamaha FZ16 150cc,18000,39859,11.0,150,Yamaha
Ducati Diavel 1200cc,1000000,4400,5.0,1200,Ducati
Triumph Speed Triple,750000,9500,4.0,1050,Triumph
Honda CB Unicorn,29000,9000,9.0,150,Honda
Royal Enfield Classic,120000,11795,5.0,350,Royal Enfield
Suzuki Hayabusa 1300cc,1260000,17000,4.0,1300,Suzuki
Indian Scout Bobber,700000,172,3.0,1130,Indian
Bajaj V15 150cc,35000,26000,2.0,150,Bajaj
Royal Enfield Classic,115000,14000,4.0,350,Royal Enfield
Hero Passion Pro,25000,20000,8.0,100,Hero
Royal Enfield Classic,143500,5700,3.0,350,Royal Enfield
Royal Enfield Classic,118000,10000,4.0,350,Royal Enfield
Royal Enfield Classic,129500,6300,3.0,350,Royal Enfield
Yamaha FZ25 ABS,138000,7253,2.0,250,Yamaha
Bajaj Avenger 220cc,63000,19333,4.0,220,Bajaj
Jawa Standard 295CC,200000,1255,2.0,295,Jawa
Yamaha FZs 150cc,77500,45,3.0,150,Yamaha
Royal Enfield Classic,99000,32158,6.0,350,Royal Enfield
Bajaj Platina 100cc,27000,29858,4.0,100,Bajaj
Bajaj Avenger 220cc,44000,27000,6.0,220,Bajaj
Bajaj Pulsar 150cc,28000,70251,13.0,150,Bajaj
Yamaha SZR 150cc,22000,19000,9.0,150,Yamaha
Bajaj Platina 100cc,19000,23420,10.0,100,Bajaj
KTM RC 200cc,126999,22000,5.0,200,KTM
TVS Star Sport,25000,41000,8.0,100,TVS
Bajaj Pulsar NS200,90000,12500,3.0,200,Bajaj
Honda CB Hornet,89000,800,2.0,160,Honda
Bajaj Pulsar 150cc,47000,13935,5.0,150,Bajaj
Bajaj Dominar 400,119500,12000,4.0,400,Bajaj
Royal Enfield Classic,130000,20000,3.0,350,Royal Enfield
Bajaj Avenger Street,62000,11500,4.0,220,Bajaj
Bajaj Avenger Street,70000,7000,3.0,180,Bajaj
Bajaj Discover 100M,31000,21447,7.0,100,Bajaj
Bajaj CT 100,41500,15000,3.0,100,Bajaj
Hero Splendor Plus,52500,9000,3.0,100,Hero
TVS Apache RTR,36000,2980,6.0,160,TVS
Honda CB Shine,40000,17600,5.0,125,Honda
Royal Enfield Classic,143500,5700,3.0,350,Royal Enfield
Royal Enfield Classic,118000,10000,4.0,350,Royal Enfield
Royal Enfield Classic,129500,6300,3.0,350,Royal Enfield
Yamaha FZ25 ABS,138000,7253,2.0,250,Yamaha
Bajaj Avenger 220cc,63000,19333,4.0,220,Bajaj
Jawa Standard 295CC,200000,1255,2.0,295,Jawa
Yamaha FZs 150cc,77500,45,3.0,150,Yamaha
Royal Enfield Classic,99000,32158,6.0,350,Royal Enfield
Bajaj Platina 100cc,27000,29858,4.0,100,Bajaj
Bajaj Avenger 220cc,44000,27000,6.0,220,Bajaj
Hyosung Aquila 250,160000,5000,6.0,250,Hyosung
Kawasaki Z650,470000,12000,3.0,650,Kawasaki
Yamaha YZF-R1 1000cc,700000,14200,13.0,1000,Yamaha
Royal Enfield Classic,115000,14000,4.0,350,Royal Enfield
Honda CB Unicorn,29000,9000,9.0,150,Honda
TVS Apache RTR,89000,3000,2.0,160,TVS
Bajaj Pulsar 150cc,34000,26840,9.0,150,Bajaj
Yamaha YZF-R15 V3,112000,4000,3.0,150,Yamaha
Honda CB Trigger,27000,35000,7.0,150,Honda
Hero Passion Pro,25000,28000,8.0,100,Hero
Suzuki Gixxer SF,39100,16000,6.0,150,Suzuki
Bajaj Pulsar 220F,58500,11500,5.0,220,Bajaj
Royal Enfield Classic,126000,20556,6.0,350,Royal Enfield
Hero Hunk 150cc,45000,40500,5.0,150,Hero
Bajaj V15 150cc,48000,13000,5.0,150,Bajaj
Bajaj V15 150cc,44800,30000,5.0,150,Bajaj
Bajaj Discover 135cc,20300,39450,14.0,135,Bajaj
Bajaj Avenger Street,62000,18500,5.0,150,Bajaj
Hero Karizma ZMR,45000,23695,8.0,223,Hero
Bajaj V15 150cc,45000,33000,5.0,150,Bajaj
Hero CD Dawn,16000,50000,9.0,100,Hero
Honda CB Trigger,43300,21000,8.0,150,Honda
Royal Enfield Classic,135000,18100,5.0,500,Royal Enfield
TVS Apache RTR,70000,9761,5.0,200,TVS
Hero Karizma ZMR,75700,14000,5.0,223,Hero
Royal Enfield Thunderbird,110000,28500,8.0,500,Royal Enfield
Bajaj Pulsar RS200,95000,11000,6.0,200,Bajaj
Yamaha FZ16 150cc,28000,100000,12.0,150,Yamaha
Royal Enfield Classic,113000,13000,5.0,350,Royal Enfield
Honda CB Trigger,40000,40600,7.0,150,Honda
Honda Dream Yuga,24000,52345,7.0,110,Honda
Bajaj Pulsar RS200,101300,22500,4.0,200,Bajaj
Hero Ignitor Disc,28000,33000,8.0,125,Hero
Bajaj V15 150cc,57000,500,4.0,150,Bajaj
Bajaj Pulsar RS200,89100,13800,4.0,200,Bajaj
Royal Enfield Bullet,108000,5000,5.0,350,Royal Enfield
TVS Apache RTR,93000,7500,3.0,200,TVS
Bajaj Avenger Street,54000,8000,5.0,150,Bajaj
Royal Enfield Bullet,119000,1403,4.0,350,Royal Enfield
Hero Passion 100cc,21100,30000,16.0,100,Hero
Bajaj Avenger Street,75000,5399,4.0,220,Bajaj
Bajaj Pulsar 135LS,22000,40000,13.0,135,Bajaj
Bajaj Pulsar NS200,79999,10922,4.0,200,Bajaj
Suzuki Gixxer SF,85000,6000,4.0,150,Suzuki
Suzuki Gixxer 150cc,52200,4500,4.0,150,Suzuki
Bajaj V15 150cc,48000,27098,5.0,150,Bajaj
Royal Enfield Classic,120000,14164,6.0,350,Royal Enfield
Royal Enfield Classic,120000,16562,4.0,350,Royal Enfield
Hero CD Deluxe,29500,21017,9.0,100,Hero
Hero Splendor Plus,51300,2800,2.0,100,Hero
Hero Passion Pro,35242,3000,5.0,100,Hero
Bajaj Avenger 220cc,65000,20000,7.0,220,Bajaj
KTM RC 200cc,110000,26000,6.0,200,KTM
Bajaj Pulsar AS200,70000,25000,5.0,200,Bajaj
Bajaj Avenger Cruise,68000,5800,4.0,220,Bajaj
Hero Passion Xpro,30000,26000,8.0,110,Hero
TVS Sport 100cc,30000,8000,5.0,100,TVS
Yamaha FZ25 250cc,108000,9700,4.0,250,Yamaha
Bajaj Dominar 400,150000,3300,4.0,400,Bajaj
Royal Enfield Thunderbird,174600,9200,4.0,500,Royal Enfield
Honda CB Trigger,33000,44020,7.0,150,Honda
Bajaj Pulsar RS200,91500,7000,6.0,200,Bajaj
Bajaj Pulsar RS200,94500,10000,6.0,200,Bajaj
Bajaj Pulsar RS200,80000,17000,6.0,200,Bajaj
Suzuki Intruder SP,90000,12000,3.0,150,Suzuki
Bajaj Discover 125ST,26900,31000,8.0,125,Bajaj
Royal Enfield Bullet,72378,21496,9.0,350,Royal Enfield
Royal Enfield Bullet,110000,9000,4.0,350,Royal Enfield
Bajaj Discover 100cc,17500,52018,7.0,100,Bajaj
Yamaha YZF-R3 320cc,308000,16000,3.0,320,Yamaha
Bajaj Dominar 400,150800,7000,3.0,400,Bajaj
Bajaj Pulsar 150cc,55000,15558,4.0,150,Bajaj
Bajaj Pulsar RS200,110000,5700,6.0,200,Bajaj
Royal Enfield Classic,120000,28000,7.0,500,Royal Enfield
TVS Apache RR310,199999,6550,3.0,310,TVS
Yamaha YZF-R15 2.0,58000,35000,6.0,150,Yamaha
Hero Passion Xpro,32000,28329,6.0,110,Hero
Bajaj Discover 150cc,31500,26000,7.0,150,Bajaj
Bajaj Discover 150cc,21000,40000,9.0,150,Bajaj
Hero Passion Plus,20000,22500,12.0,100,Hero
Honda CB Shine,52000,3840,3.0,125,Honda
TVS Apache RTR,90000,2684,3.0,200,TVS
Royal Enfield Classic,154900,7050,3.0,350,Royal Enfield
Royal Enfield Thunderbird,125000,33000,4.0,350,Royal Enfield
Yamaha YZF-R15 V3,95000,24500,3.0,150,Yamaha
Bajaj V15 150cc,51900,25000,4.0,150,Bajaj
TVS Apache RTR,40000,34400,5.0,160,TVS
Bajaj Dominar 400,130000,25000,3.0,400,Bajaj
Honda CBR 150R,60000,30000,9.0,150,Honda
Royal Enfield Classic,133600,3000,5.0,350,Royal Enfield
Honda CB Shine,28000,36000,11.0,125,Honda
Hero Splendor Plus,20600,30000,9.0,100,Hero
Royal Enfield Classic,112000,25000,6.0,350,Royal Enfield
TVS Apache RTR,55000,20000,6.0,160,TVS
Honda Livo 110cc,40000,14168,5.0,110,Honda
Hero CBZ 150cc,21000,50000,10.0,150,Hero
Suzuki Gixxer SF,84000,3200,4.0,150,Suzuki
KTM Duke 390cc,160000,10500,5.0,390,KTM
TVS Apache RTR,74700,20194,2.0,160,TVS
Yamaha FZS FI,48600,20559,4.0,150,Yamaha
Honda CB Unicorn,39300,53000,5.0,160,Honda
Suzuki GS 150,26900,53000,9.0,150,Suzuki
Royal Enfield Machismo,100000,48000,12.0,500,Royal Enfield
Yamaha FZ25 250cc,85000,13000,4.0,250,Yamaha
Hero CBZ Xtreme,30000,46700,10.0,150,Hero
Yamaha SZ RR,61000,10000,4.0,150,Yamaha
Yamaha YZF-R15 2.0,69825,28261,4.0,150,Yamaha
Royal Enfield Bullet,85000,23399,6.0,350,Royal Enfield
Bajaj Discover 135cc,20000,38576,11.0,135,Bajaj
Hero CBZ Xtreme,23500,22000,10.0,150,Hero
Suzuki Gixxer 150cc,60000,40997,6.0,150,Suzuki
Yamaha YZF-R15 2.0,75000,39000,5.0,150,Yamaha
Royal Enfield Classic,120000,28000,7.0,500,Royal Enfield
TVS Apache RR310,199999,6550,3.0,310,TVS
Yamaha YZF-R15 2.0,58000,35000,6.0,150,Yamaha
Bajaj Discover 150cc,21000,40000,9.0,150,Bajaj
Hero Passion Plus,20000,22500,12.0,100,Hero
Honda CB Shine,52000,3840,3.0,125,Honda
Yamaha FZ S,68900,16980,4.0,150,Yamaha
TVS Apache RTR,59999,35958,5.0,200,TVS
Yamaha FZ V,65000,15000,3.0,150,Yamaha
Hyosung GT250R,183000,11439,7.0,250,Hyosung
TVS Apache RTR,66400,12500,5.0,180,TVS
Honda CB Shine,31500,56423,8.0,125,Honda
Royal Enfield Classic,130000,11200,3.0,350,Royal Enfield
Bajaj Pulsar RS200,100000,11760,4.0,200,Bajaj
TVS Apache RTR,26500,22000,10.0,160,TVS
Hero Honda Splendor,23000,24121,10.0,100,Hero
Hero Xtreme 200R,66000,1112,2.0,200,Hero
Yamaha YZF-R15 2.0,75000,13000,6.0,150,Yamaha
KTM RC 200cc,170000,4600,2.0,200,KTM
Bajaj Pulsar 150cc,45000,22000,6.0,150,Bajaj
Honda Dream Neo,36500,9000,3.0,110,Honda
TVS Apache RTR,40200,43000,7.0,160,TVS
Bajaj Discover 150cc,16000,22141,7.0,150,Bajaj
Bajaj Discover 135cc,19784,89748,13.0,135,Bajaj
Yamaha YZF-R15 V3,110900,4200,3.0,150,Yamaha
Royal Enfield Classic,135000,9000,3.0,350,Royal Enfield
Honda CB Hornet,72500,9500,4.0,160,Honda
Bajaj Platina ,33000,14000,4.0,100,Bajaj
Bajaj Pulsar RS200,94300,13000,6.0,200,Bajaj
Bajaj Pulsar 220F,22000,35000,11.0,220,Bajaj
Honda CBR 150R,110000,23500,4.0,150,Honda
KTM RC 200cc,118000,25000,7.0,200,KTM
Bajaj Platina 100cc,14800,39525,11.0,100,Bajaj
Royal Enfield Thunderbird,133700,2000,3.0,350,Royal Enfield
Hero Ignitor 125cc,23000,25000,6.0,125,Hero
Bajaj Pulsar 200cc,20000,20000,10.0,200,Bajaj
Royal Enfield Classic,115000,25000,6.0,350,Royal Enfield
Bajaj Discover 125ST,18500,20000,9.0,125,Bajaj
Bajaj Dominar 400,170000,4000,3.0,400,Bajaj
Royal Enfield Classic,114000,7500,4.0,350,Royal Enfield
Hero Splendor iSmart,36000,9500,5.0,110,Hero
Royal Enfield Thunderbird,98000,26000,5.0,350,Royal Enfield
Bajaj V15 150cc,50000,17000,5.0,150,Bajaj
Bajaj Dominar 400,150800,7000,3.0,400,Bajaj
Bajaj Pulsar 150cc,55000,15558,4.0,150,Bajaj
Bajaj Pulsar RS200,110000,5700,6.0,200,Bajaj
Hero Passion Xpro,32000,28329,6.0,110,Hero
Bajaj Discover 150cc,31500,26000,7.0,150,Bajaj
TVS Apache RTR,90000,2684,3.0,200,TVS
Royal Enfield Classic,154900,7050,3.0,350,Royal Enfield
Royal Enfield Thunderbird,125000,33000,4.0,350,Royal Enfield
Yamaha YZF-R15 V3,95000,24500,3.0,150,Yamaha
Bajaj V15 150cc,51900,25000,4.0,150,Bajaj
TVS Apache RTR,40000,34400,5.0,160,TVS
Bajaj Dominar 400,130000,25000,3.0,400,Bajaj
Honda CBR 150R,60000,30000,9.0,150,Honda
Royal Enfield Classic,133600,3000,5.0,350,Royal Enfield
Honda CB Shine,28000,36000,11.0,125,Honda
Suzuki Gixxer SF,84000,3200,4.0,150,Suzuki
KTM Duke 390cc,160000,10500,5.0,390,KTM
TVS Apache RTR,74700,20194,2.0,160,TVS
Hero Splendor Plus,20600,30000,9.0,100,Hero
Suzuki GS 150,26900,53000,9.0,150,Suzuki
Royal Enfield Machismo,100000,48000,12.0,500,Royal Enfield
Yamaha FZ25 250cc,85000,13000,4.0,250,Yamaha
Hero CBZ Xtreme,30000,46700,10.0,150,Hero
Yamaha SZ RR,61000,10000,4.0,150,Yamaha
Yamaha YZF-R15 2.0,69825,28261,4.0,150,Yamaha
Royal Enfield Classic,117000,14640,5.0,350,Royal Enfield
TVS Star Sport,26000,12340,5.0,100,TVS
Royal Enfield Bullet,87500,13000,6.0,350,Royal Enfield
Bajaj Pulsar RS200,82000,17252,5.0,200,Bajaj
Hero Ignitor Disc,45000,12699,5.0,125,Hero
Bajaj Pulsar 150cc,20400,87000,11.0,150,Bajaj
Kawasaki Ninja 300cc,355100,1710,4.0,300,Kawasaki
Kawasaki Ninja 300,310000,6000,2.0,300,Kawasaki
Royal Enfield Classic,120000,5100,6.0,350,Royal Enfield
Honda CB Shine,52000,15583,4.0,125,Honda
Bajaj Pulsar 150cc,67000,26000,3.0,150,Bajaj
Royal Enfield Himalayan,180000,200,2.0,410,Royal Enfield
Hero Splendor NXG,22000,28938,9.0,100,Hero
Honda Dream Yuga,20000,18438,9.0,110,Honda
Bajaj Dominar 400,195000,6000,2.0,400,Bajaj
Royal Enfield Thunderbird,101900,18000,5.0,350,Royal Enfield
Royal Enfield Classic,108000,27000,6.0,350,Royal Enfield
Honda Livo 110cc,40000,14168,5.0,110,Honda
Hero CBZ 150cc,21000,50000,10.0,150,Hero
Yamaha FZS FI,48600,20559,4.0,150,Yamaha
Honda CB Unicorn,39300,53000,5.0,160,Honda
Honda CB Unicorn,45000,17000,5.0,160,Honda
Royal Enfield Thunderbird,90000,12000,8.0,500,Royal Enfield
KTM RC 390cc,150000,21000,6.0,390,KTM
Royal Enfield Classic,112000,25000,6.0,350,Royal Enfield
Hero Achiever Disc,45000,13400,4.0,150,Hero
Yamaha SZ-RR 150cc,35000,30000,5.0,150,Yamaha
TVS Apache RTR,90000,2684,3.0,200,TVS
TVS Apache RTR,78000,14500,3.0,200,TVS
Bajaj Discover 125ST,21700,28000,8.0,125,Bajaj
Bajaj Pulsar 150cc,21800,28000,8.0,150,Bajaj
Honda CBR 150R,65500,12000,8.0,150,Honda
Royal Enfield Thunderbird,175000,2382,2.0,350,Royal Enfield
KTM Duke 200cc,95000,27800,6.0,200,KTM
Yamaha YZF-R15 S,89025,5800,6.0,150,Yamaha
Royal Enfield Thunderbird,140000,5103,5.0,500,Royal Enfield
KTM Duke 125cc,145000,2476,2.0,125,KTM
Royal Enfield Bullet,108000,5000,5.0,350,Royal Enfield
TVS Apache RTR,93000,7500,3.0,200,TVS
Bajaj Avenger Street,54000,8000,5.0,150,Bajaj
Bajaj Pulsar AS150,63647,6750,5.0,150,Bajaj
KTM Duke 200cc,90000,31000,6.0,200,KTM
Royal Enfield Thunderbird,89000,6500,8.0,350,Royal Enfield
Bajaj V15 150cc,44000,2525,4.0,150,Bajaj
Royal Enfield Classic,82000,37654,9.0,500,Royal Enfield
Harley-Davidson Street 750,386000,22000,4.0,750,Harley-Davidson
Hero CBZ Xtreme,19000,25000,10.0,150,Hero
Bajaj V15 150cc,52000,7845,5.0,150,Bajaj
Yamaha FZ25 250cc,115204,9000,4.0,250,Yamaha
KTM RC 390cc,147000,15000,6.0,390,KTM
Bajaj Pulsar 150cc,85000,2500,2.0,150,Bajaj
Bajaj Discover 125ST,33000,50000,9.0,125,Bajaj
Hero Passion Pro,18600,49660,12.0,100,Hero
Bajaj Discover 100cc,20000,18000,10.0,100,Bajaj
Royal Enfield Classic,120000,16562,4.0,350,Royal Enfield
Hero CD Deluxe,29500,21017,9.0,100,Hero
Hero Splendor Plus,51300,2800,2.0,100,Hero
Hero Passion Pro,35242,3000,5.0,100,Hero
Bajaj Avenger 220cc,65000,20000,7.0,220,Bajaj
Bajaj Pulsar NS160,48000,51000,4.0,160,Bajaj
Royal Enfield Bullet,119000,1403,4.0,350,Royal Enfield
Hero Passion 100cc,21100,30000,16.0,100,Hero
Suzuki Gixxer 150cc,52200,4500,4.0,150,Suzuki
Bajaj V15 150cc,48000,27098,5.0,150,Bajaj
Royal Enfield Classic,120000,14164,6.0,350,Royal Enfield
Bajaj Pulsar 135LS,22000,40000,13.0,135,Bajaj
Royal Enfield Classic,101500,3000,8.0,350,Royal Enfield
Yamaha YZF-R15 2.0,61400,33000,9.0,150,Yamaha
KTM RC 200cc,110000,26000,6.0,200,KTM
Bajaj Pulsar AS200,70000,25000,5.0,200,Bajaj
Bajaj Avenger Cruise,68000,5800,4.0,220,Bajaj
Hero Passion Xpro,30000,26000,8.0,110,Hero
TVS Sport 100cc,30000,8000,5.0,100,TVS
Yamaha FZ25 250cc,108000,9700,4.0,250,Yamaha
Bajaj Dominar 400,150000,3300,4.0,400,Bajaj
Royal Enfield Thunderbird,174600,9200,4.0,500,Royal Enfield
Honda CB Trigger,33000,44020,7.0,150,Honda
Royal Enfield Classic,140000,5200,4.0,500,Royal Enfield
Yamaha FZs 150cc,27800,20000,10.0,150,Yamaha
KTM Duke 250cc,175000,7976,2.0,250,KTM
Royal Enfield Bullet,110000,17000,5.0,350,Royal Enfield
Harley-Davidson Street 750,380000,6500,6.0,750,Harley-Davidson
Bajaj Pulsar 200,53200,28100,7.0,200,Bajaj
Honda CBR 250R,65000,21000,8.0,250,Honda
Bajaj Avenger Cruise,69600,20500,3.0,220,Bajaj
Bajaj Pulsar 220cc,72000,50000,4.0,220,Bajaj
TVS Apache RTR,70000,9761,5.0,200,TVS
Hero Karizma ZMR,75700,14000,5.0,223,Hero
Bajaj Pulsar RS200,95000,11000,6.0,200,Bajaj
Yamaha FZ16 150cc,28000,100000,12.0,150,Yamaha
Royal Enfield Classic,113000,13000,5.0,350,Royal Enfield
Honda CB Trigger,40000,40600,7.0,150,Honda
Bajaj Pulsar RS200,101300,22500,4.0,200,Bajaj
Honda Dream Yuga,24000,52345,7.0,110,Honda
Hero Ignitor Disc,28000,33000,8.0,125,Hero
Bajaj V15 150cc,57000,500,4.0,150,Bajaj
